Obs,ID Study,No_Eq,Study,DepVar,GDP,GDPpc,rGDP,rGDPpc,PerCap,RealGDP,Other,Growth,Log_trans,COEF_L,SE_L,COEF_S,SE_S,N,T,Sample,Rem,Rempc,RemofGDP,Growth_Rem,Log_Rem,AID,FDI,OPEN,FD,INS,OLS,FMOLS,IV,Panel,FE,RE,GMM,TS,ARDL,ECM,Cross,Start,End,Length,Variables,DF,Endogen,Year,Homogen,Single,EUR,EAP,SA,LAC,MENA,SSA,ROW,MI,LI,LMI,UMI,IT,Lags,Pub,RY,Citat,IF,Comment,TSTAT_L,TSTAT_S
361,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,-0.347,0.3134598012646793,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1980,2009,3.0,9,262,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,-1.107,
362,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,5.11143,1.9666011143346744,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1980,2009,3.0,10,261,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,88,0.102,IT: FD,2.5991188364241626,
363,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.366,0.13800904977375564,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1980,2009,3.0,9,262,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,2.652,
364,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.133,0.22891566265060243,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,9,262,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,0.581,
365,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,13.23418,3.5392928236928434,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,10,261,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,88,0.102,IT: FD,3.739215899686893,
366,68,18,"Nyamongo E.M., Misati R.N., Kipyegon L., Ndirangu L. (2012)",4,0,0,0,1,1,1,0,1,0,0.135,0.8333333333333334,,,36,10,271,0,0,1,0.0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1980,2009,3.0,9,262,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,88,0.102,,0.162,
367,69,1,"Louise T.D., Clovis M.W. (2012)",2,0,1,0,0,1,0,0,1,0,,,0.0866241,0.0463163,17,15,68,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1994,2009,1.0,6,62,1,2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2012,3,0.0,,,1.8702724526786465
368,70,2,"Rao B.B., Hassan G.M. (2012)",5,0,0,0,0,0,0,1,0,0,-0.018,0.6,,,40,36,582,0,0,1,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2006,1.0,8,574,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011,57,0.161,TFP as dep var,-0.03,
369,70,2,"Rao B.B., Hassan G.M. (2012)",5,0,0,0,0,0,0,1,0,0,0.0582462037,0.05004160304471965,,,40,36,582,0,0,1,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2006,1.0,8,574,1,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2011,57,0.161,TFP as dep var,1.1639555920690292,
370,71,2,"Shahbaz M., Islam F., Aamir N. (2012)",3,1,0,1,0,0,1,0,0,1,0.0241,0.012167415560155501,,,1,33,33,1,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1975,2008,1.0,4,29,1,2012,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2010,33,0.031,,1.9807,
371,71,2,"Shahbaz M., Islam F., Aamir N. (2012)",3,1,0,1,0,0,1,0,0,1,,,-0.0121,0.0064789034054401375,1,33,33,1,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1975,2008,1.0,4,29,1,2012,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2010,33,0.031,,,-1.8676
372,72,2,"Incaltarau C., Maha L.-G. (2011)",4,0,0,0,1,1,1,0,1,0,0.403,0.350739773716275,,,1,14,14,0,0,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1995,2009,1.0,6,8,0,2011,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2011,2,0.0,,1.149,
373,72,2,"Incaltarau C., Maha L.-G. (2011)",4,0,0,0,1,1,1,0,1,0,0.433,0.2559101654846336,,,1,14,14,0,0,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1995,2009,1.0,4,10,0,2011,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,2011,2,0.0,,1.692,
374,73,2,"Jayaraman T.K., Choong C.-K., Ravinesh Kumar R. (2011)",5,0,0,0,0,0,0,0,0,1,0.041,0.003131683470821876,,,1,27,27,0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1981,2008,1.0,2,25,1,2011,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2011,11,0.0,"TFP as dep var, Samoa",13.092,
375,73,2,"Jayaraman T.K., Choong C.-K., Ravinesh Kumar R. (2011)",5,0,0,0,0,0,0,0,0,1,0.021,0.00640830027464144,,,1,27,27,0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1981,2008,1.0,2,25,1,2011,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2011,11,0.0,"TFP as dep var, Tonga",3.277,
376,74,1,"López-Arévalo J., Sovilla-Sogne B., Garci ́a-Fernández F. (2011)",1,1,0,0,0,0,0,0,0,1,0.2555,0.026,,,1,11,6,1,0,0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1995,2006,1.0,1,5,0,2011,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2011,0,0.0,,9.826923076923078,
377,75,2,Adenutsi D.E. (2011),3,0,0,1,0,0,1,0,0,1,0.0176,0.0033460076045627378,,,1,80,80,0,0,1,0.0,0.0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1987,2007,0.25,9,71,0,2011,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2011,41,0.009,,5.26,
378,75,2,Adenutsi D.E. (2011),3,0,0,1,0,0,1,0,0,1,,,0.0374,0.0053135239308696736,1,80,80,1,0,0,,,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1987,2007,0.25,9,71,0,2011,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2011,41,0.009,,,7.03864337238031
379,76,6,"Singh R.J., Haacker M., Lee K.-W., Le Goff M. (2011)",4,0,0,0,1,1,1,0,1,1,-0.004,0.0022727272727272726,,,36,15,387,0,0,1,0.0,1.0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1990,2005,1.0,11,376,0,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2010,103,0.147,,-1.7600000000000002,
380,76,6,"Singh R.J., Haacker M., Lee K.-W., Le Goff M. (2011)",4,0,0,0,1,1,1,0,1,1,-0.03,0.021739130434782608,,,36,15,420,0,0,1,0.0,1.0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1990,2005,1.0,11,409,0,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2010,103,0.147,,-1.38,
381,76,6,"Singh R.J., Haacker M., Lee K.-W., Le Goff M. (2011)",4,0,0,0,1,1,1,0,1,1,-0.013,0.005327868852459016,,,36,15,358,0,0,1,0.0,1.0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1990,2005,1.0,11,347,1,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2010,103,0.147,,-2.44,
382,76,6,"Singh R.J., Haacker M., Lee K.-W., Le Goff M. (2011)",4,0,0,0,1,1,1,0,1,1,-0.015,0.005725190839694656,,,36,15,389,0,0,1,0.0,1.0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1990,2005,1.0,11,378,1,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2010,103,0.147,,-2.62,
383,76,6,"Singh R.J., Haacker M., Lee K.-W., Le Goff M. (2011)",4,0,0,0,1,1,1,0,1,1,0.010349999999999998,0.07013846599642722,,,36,15,326,0,0,1,0.0,1.0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1990,2005,1.0,13,313,1,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2010,103,0.147,IT: FD & INS (DC),0.1475652461593217,
384,76,6,"Singh R.J., Haacker M., Lee K.-W., Le Goff M. (2011)",4,0,0,0,1,1,1,0,1,1,-0.024049999999999988,0.1620928272908791,,,36,15,358,0,0,1,0.0,1.0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1990,2005,1.0,13,345,1,2010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2010,103,0.147,IT: FD & INS (M2),-0.14837177191586487,
385,77,2,"Mohamed S.E., Sidiropoulos M.G. (2010)",4,0,0,0,1,1,1,0,1,0,9.62,3.5367647058823524,,,7,32,224,0,0,1,0.0,1.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1975,2006,1.0,5,219,0,2010,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2010,23,0.0,"Author is mentioning 5y averages, but the output table suggests annual data",2.72,
386,77,2,"Mohamed S.E., Sidiropoulos M.G. (2010)",4,0,0,0,1,1,1,0,1,0,1.32,0.43137254901960786,,,7,4,28,0,0,1,0.0,1.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1984,2006,5.0,6,22,0,2010,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2010,23,0.0,,3.06,
387,78,6,"Caldentey E.P., Vernengo M. (2010)",2,0,1,0,0,1,0,0,1,0,-2.64,3.473684210526316,,,8,27,208,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1980,2006,1.0,4,204,1,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,45,0.017,,-0.76,
388,78,6,"Caldentey E.P., Vernengo M. (2010)",2,0,1,0,0,1,0,0,1,0,-3.51,6.749999999999999,,,8,17,136,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1990,2006,1.0,4,132,1,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,45,0.017,,-0.52,
389,78,6,"Caldentey E.P., Vernengo M. (2010)",2,0,1,0,0,1,0,0,1,0,-2.29,2.1203703703703702,,,8,4,32,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2003,2006,1.0,4,28,1,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,45,0.017,,-1.08,
390,78,6,"Caldentey E.P., Vernengo M. (2010)",2,0,1,0,0,1,0,0,1,0,0.03,1.5,,,9,27,234,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1980,2006,1.0,4,230,1,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,45,0.017,,0.02,
391,78,6,"Caldentey E.P., Vernengo M. (2010)",2,0,1,0,0,1,0,0,1,0,-0.24,0.2962962962962963,,,9,17,153,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1990,2006,1.0,4,149,1,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,45,0.017,,-0.81,
392,78,6,"Caldentey E.P., Vernengo M. (2010)",2,0,1,0,0,1,0,0,1,0,0.54,0.32926829268292684,,,9,4,36,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2003,2006,1.0,4,32,1,2010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2010,45,0.017,,1.6400000000000001,
393,79,1,"Khaled Magableh I., Baset Athamneh A., Almahrouq M. (2010)",3,0,0,1,0,0,1,0,0,1,0.221,0.1067632850241546,,,1,7,7,1,0,0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1970,2005,5.0,3,4,0,2010,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2008,2,0.016,,2.07,
394,80,5,"López M.V., Ascencio F.L. (2010)",2,0,1,0,0,1,0,0,1,1,0.046,0.015,,,1,10,160,0,0,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1995,2005,1.0,3,157,0,2010,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2009,6,0.0,Rem data per state of Mexic,3.066666666666667,
395,80,5,"López M.V., Ascencio F.L. (2010)",2,0,1,0,0,1,0,0,1,1,-0.087,0.021,,,1,10,160,0,0,1,1.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1995,2005,1.0,3,157,0,2010,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2009,6,0.0,Rem data per state of Mexic,-4.142857142857142,
396,80,5,"López M.V., Ascencio F.L. (2010)",2,0,1,0,0,1,0,0,1,1,0.029,0.014,,,1,5,80,0,0,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2001,2006,1.0,3,77,0,2010,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2009,6,0.0,Rem data per state of Mexic,2.0714285714285716,
397,80,5,"López M.V., Ascencio F.L. (2010)",2,0,1,0,0,1,0,0,1,1,0.015,0.012,,,1,5,80,0,0,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2001,2006,1.0,4,76,0,2010,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2009,6,0.0,Rem data per state of Mexic,1.25,
398,80,5,"López M.V., Ascencio F.L. (2010)",2,0,1,0,0,1,0,0,1,1,0.008,0.01,,,1,3,48,0,0,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2003,2006,1.0,3,45,0,2010,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2009,6,0.0,Rem data per state of Mexic,0.8,
399,81,1,"Jayaraman T.K., Choong C.-K., Kumar R. (2009)",3,0,0,1,0,0,1,0,0,1,2.114,0.7723785166240409,,,1,28,28,0,0,1,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1981,2008,1.0,3,25,1,2009,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2009,21,0.0,,2.737,
400,82,3,"Vargas-Silva C., Jha S., Sugiyarto G. (2009)",2,0,1,0,0,1,0,0,1,1,0.05,0.03164556962025317,,,26,19,199,0,0,1,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1988,2007,1.0,6,193,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,55,0.037,,1.58,
401,82,3,"Vargas-Silva C., Jha S., Sugiyarto G. (2009)",2,0,1,0,0,1,0,0,1,1,0.12,0.05607476635514018,,,26,19,199,0,0,1,0.0,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1988,2007,1.0,5,194,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,55,0.037,,2.14,
402,82,3,"Vargas-Silva C., Jha S., Sugiyarto G. (2009)",2,0,1,0,0,1,0,0,1,1,0.09,0.0391304347826087,,,26,19,199,0,0,1,0.0,1.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1988,2007,1.0,6,193,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,55,0.037,,2.3,
403,83,1,Ang A. (2009),3,0,0,1,0,0,1,0,1,0,8.346,3.878252788104089,,,1,16,16,1,0,0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1988,2004,1.0,4,12,0,2009,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2009,9,0.0,,2.152,
404,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.061,0.044,,,67,1,67,0,0,1,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1970,2000,30.0,3,64,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-1.3863636363636365,
405,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.088,0.044,,,67,1,67,0,0,1,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1970,2000,30.0,4,63,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-2.0,
406,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.085,0.045,,,67,1,67,0,0,1,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1970,2000,30.0,4,63,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-1.888888888888889,
407,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.104,0.044,,,67,1,67,0,0,1,0.0,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1970,2000,30.0,5,62,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-2.3636363636363638,
408,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.23,0.093,,,67,1,67,0,0,1,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1970,2000,30.0,3,64,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-2.4731182795698925,
409,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.368,0.113,,,67,1,67,0,0,1,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1970,2000,30.0,4,63,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-3.2566371681415927,
410,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.217,0.1,,,67,1,67,0,0,1,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1970,2000,30.0,4,63,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-2.17,
411,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.345,0.128,,,67,1,67,0,0,1,0.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1970,2000,30.0,5,62,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-2.6953124999999996,
412,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.114,0.032,,,49,8,276,0,0,1,0.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,3,273,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-3.5625,
413,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.098,0.03,,,49,8,276,0,0,1,0.0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,4,272,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-3.266666666666667,
414,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.091,0.047,,,49,8,229,0,0,1,0.0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,4,225,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-1.9361702127659575,
415,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.074,0.045,,,49,8,229,0,0,1,0.0,1.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1970,2005,5.0,5,224,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-1.6444444444444444,
416,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.112,0.021,,,49,8,276,0,0,1,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,3,273,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-5.333333333333333,
417,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.092,0.022,,,49,8,276,0,0,1,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,4,272,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-4.181818181818182,
418,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.033,0.02,,,49,8,229,0,0,1,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,4,225,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-1.6500000000000001,
419,84,16,Le T. (2009),4,0,0,0,1,1,1,0,1,1,-0.069,0.026,,,49,8,229,0,0,1,0.0,1.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1970,2005,5.0,5,224,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,50,0.06,,-2.653846153846154,
420,85,3,"Ahortor C.R.K., Adenutsi D.E. (2009)",4,0,0,0,1,1,1,0,0,1,0.033644,0.024468702049761447,,,15,20,277,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1986,2006,1.0,9,268,1,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2008,40,0.0,,1.3749809831179012,
421,85,3,"Ahortor C.R.K., Adenutsi D.E. (2009)",4,0,0,0,1,1,1,0,0,1,0.00587399999999999,0.05304733588032485,,,16,20,304,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1986,2006,1.0,9,295,1,2009,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2008,40,0.0,,0.1107312912612949,
422,85,3,"Ahortor C.R.K., Adenutsi D.E. (2009)",4,0,0,0,1,1,1,0,0,1,0.01221499999999999,0.033590714996855904,,,31,20,657,0,1,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1986,2006,1.0,9,648,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2008,40,0.0,,0.363642155314149,
423,86,8,Mundaca B.G. (2009),2,0,1,0,0,1,0,0,1,0,0.469,0.14386503067484663,,,25,32,471,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2002,1.0,3,468,1,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,198,0.135,,3.26,
424,86,8,Mundaca B.G. (2009),2,0,1,0,0,1,0,0,1,0,0.543,0.14518716577540108,,,25,32,442,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2002,1.0,4,438,1,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,198,0.135,,3.7399999999999998,
425,86,8,Mundaca B.G. (2009),2,0,1,0,0,1,0,0,1,0,0.565,0.14054726368159204,,,9,32,209,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2002,1.0,3,206,1,2009,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2009,198,0.135,,4.02,
426,86,8,Mundaca B.G. (2009),2,0,1,0,0,1,0,0,1,0,0.646,0.11393298059964727,,,9,32,184,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2002,1.0,4,180,1,2009,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2009,198,0.135,,5.67,
427,86,8,Mundaca B.G. (2009),2,0,1,0,0,1,0,0,1,0,0.598,0.12805139186295503,,,14,32,239,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2002,1.0,3,236,1,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,198,0.135,,4.67,
428,86,8,Mundaca B.G. (2009),2,0,1,0,0,1,0,0,1,0,0.636,0.09394387001477106,,,14,32,210,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2002,1.0,4,206,1,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,198,0.135,,6.77,
429,86,8,Mundaca B.G. (2009),2,0,1,0,0,1,0,0,1,0,0.631,0.1491725768321513,,,11,32,224,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2002,1.0,3,221,1,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,198,0.135,,4.23,
430,86,8,Mundaca B.G. (2009),2,0,1,0,0,1,0,0,1,0,0.809,0.07697431018078021,,,11,32,195,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1970,2002,1.0,4,191,1,2009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2009,198,0.135,,10.51,
431,87,22,"Catrinescu N., Leon-Ledesma M., Piracha M., Quillin B. (2009)",4,0,0,0,1,1,1,0,1,1,0.001,0.001,,,77,1,77,0,0,1,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1970,2003,34.0,4,73,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,393,0.144,,1.0,
432,87,22,"Catrinescu N., Leon-Ledesma M., Piracha M., Quillin B. (2009)",4,0,0,0,1,1,1,0,1,1,-0.001,0.001,,,69,1,69,0,0,1,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1970,2003,34.0,5,64,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,393,0.144,,-1.0,
433,87,22,"Catrinescu N., Leon-Ledesma M., Piracha M., Quillin B. (2009)",4,0,0,0,1,1,1,0,1,1,0.00025,0.001,,,62,1,62,0,0,1,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1970,2003,34.0,12,50,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,393,0.144,,0.25,
434,87,22,"Catrinescu N., Leon-Ledesma M., Piracha M., Quillin B. (2009)",4,0,0,0,1,1,1,0,1,1,0.00025,0.001,,,119,1,119,0,0,1,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1991,2003,13.0,4,115,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,393,0.144,,0.25,
