A,idstudy,label,study,idcoeff,sigma,se,t,viadelta,preferred,byproduct,crosssec,timeser,panel,nobs,midpoint,time_span,cross_units,annual,quart,firmdata,inddata,stadata,coudata,country,idcountry,country_US,country_Eur,country_Eur_noUK,country_UK,develop,ind_primary,ind_second,ind_tertiary,ind_disagg,ind_materials,ind_industrials,ind_consumer,ind_services,database_ASM_CM,database_OECD,database_jorgenson,e_sys_cesfoc,e_sys_2foc,e_cesnonlin,e_ceslinapprox,e_foc_k_r,e_foc_l_w,e_foc_kl_rw,e_foc_k_share,e_foc_l_share,e_foc_kl_share,e_focrev_k_r,e_focrev_l_w,e_focrev_kl_rw,e_focrev_k_share,e_focrev_l_share,e_focrev_kl_share,cerest,cerest2,norm,twolevel,partialsig,UCE,est_dynamic,est_nonlin,est_sur,identif,diff,timefe,unitfe,shortrun_expl,longrun_expl,longrun_unadj,pfoth,pfhum,pflatc,pfcatc,pftfp,pfskill,VES,tcconst,tcother,nocrs,nofullcomp,capacadj,w_nominal,w_direct,l_hours,l_years,l_numwork,l_numwork_fte,l_force,r_ucc,r_ucctax,r_quasi,r_other,r_nom,r_gross,k_it,k_equip,k_struct,k_resincl,k_services,k_perpet,k_index,y_index,y_other,qualadjust,selfempl,grosssigma,top,pubyear,impact,citations
442,123,Smith2008,Smith (2008),41,1.37,0.04,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
443,123,Smith2008,Smith (2008),42,0.14,0.02,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
444,123,Smith2008,Smith (2008),43,0.14,0.02,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
445,123,Smith2008,Smith (2008),44,0.17,0.02,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
446,123,Smith2008,Smith (2008),45,0.21,0.02,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
447,123,Smith2008,Smith (2008),46,0.16,0.01,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
448,123,Smith2008,Smith (2008),47,0.15,0.01,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
449,123,Smith2008,Smith (2008),48,0.15,0.01,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
450,123,Smith2008,Smith (2008),49,0.17,0.01,,0,0.0,0.0,0,1,0,142.0,1987.5,36,1,0,1,0,0,0,1,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
451,123,Smith2008,Smith (2008),50,0.13,0.021666666666666667,6.0,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
452,123,Smith2008,Smith (2008),51,0.3,0.02727272727272727,11.0,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
453,123,Smith2008,Smith (2008),52,0.4,0.018604651162790697,21.5,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
454,123,Smith2008,Smith (2008),53,0.45,0.028481012658227847,15.8,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
455,123,Smith2008,Smith (2008),54,0.49,0.029341317365269463,16.7,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
456,123,Smith2008,Smith (2008),55,0.6,0.0303030303030303,19.8,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
457,123,Smith2008,Smith (2008),56,0.19,0.01743119266055046,10.9,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
458,123,Smith2008,Smith (2008),57,0.17,0.017346938775510204,9.8,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
459,123,Smith2008,Smith (2008),58,0.17,0.017894736842105265,9.5,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
460,123,Smith2008,Smith (2008),59,0.09,0.017307692307692305,5.2,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
461,123,Smith2008,Smith (2008),60,0.09,0.01836734693877551,4.9,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
462,123,Smith2008,Smith (2008),61,0.3,0.019736842105263157,15.2,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
463,123,Smith2008,Smith (2008),62,0.11,0.018333333333333333,6.0,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
464,123,Smith2008,Smith (2008),63,0.61,0.015482233502538072,39.4,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
465,123,Smith2008,Smith (2008),64,0.6,0.018126888217522657,33.1,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
466,123,Smith2008,Smith (2008),65,0.59,0.01884984025559105,31.3,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
467,123,Smith2008,Smith (2008),66,0.64,0.019814241486068113,32.3,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
468,123,Smith2008,Smith (2008),67,0.16,0.018823529411764708,8.5,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
469,123,Smith2008,Smith (2008),68,0.13,0.010317460317460319,12.6,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
470,123,Smith2008,Smith (2008),69,0.12,0.008823529411764706,13.6,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
471,123,Smith2008,Smith (2008),70,0.07,0.004375,16.0,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
472,123,Smith2008,Smith (2008),71,0.05,0.0031847133757961785,15.7,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
473,123,Smith2008,Smith (2008),72,0.34,0.03469387755102041,9.8,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
474,123,Smith2008,Smith (2008),73,0.4,0.04938271604938272,8.1,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
475,123,Smith2008,Smith (2008),74,0.85,0.03136531365313653,27.1,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
476,123,Smith2008,Smith (2008),75,0.85,0.04885057471264368,17.4,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
477,123,Smith2008,Smith (2008),76,0.84,0.05060240963855421,16.6,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
478,123,Smith2008,Smith (2008),77,0.88,0.05238095238095238,16.8,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
479,123,Smith2008,Smith (2008),78,0.41,0.03059701492537313,13.4,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
480,123,Smith2008,Smith (2008),79,0.49,0.028994082840236687,16.9,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
481,123,Smith2008,Smith (2008),80,0.56,0.03128491620111733,17.9,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
482,123,Smith2008,Smith (2008),81,0.6,0.029850746268656712,20.1,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
483,123,Smith2008,Smith (2008),82,0.62,0.02175438596491228,28.5,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
484,123,Smith2008,Smith (2008),83,1.24,0.027373068432671083,45.3,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
485,123,Smith2008,Smith (2008),84,0.58,0.04084507042253521,14.2,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
486,123,Smith2008,Smith (2008),85,0.92,0.06524822695035462,14.1,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
487,123,Smith2008,Smith (2008),86,0.94,0.06861313868613139,13.7,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
488,123,Smith2008,Smith (2008),87,0.95,0.0708955223880597,13.4,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
489,123,Smith2008,Smith (2008),88,0.97,0.07348484848484849,13.2,0,-1.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
490,123,Smith2008,Smith (2008),89,1.39,0.014994606256742177,92.7,0,0.0,0.0,0,0,1,961.0,1985.0,31,31,1,0,0,1,0,0,UK,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0,1,0,2008,0.164,1.3636363636363635
